"Year";"IsDayBin";"Month";"WindSpeed";"IrrDirect";"IrrDiffuse";"Temperature";"Percipitation";"SnowFlow";"SnowMass";"AirDensity";"RadSurface";"RadTop";"CloudCover"
"R14420";2017;Night;8;6.999;0;0;11.405;0.005;0;0;1.197;0;0;0.098
"R14421";2017;Night;8;6.85;0;0;10.825;0.02;0;0;1.2;0;0;0.095
"R14422";2017;Night;8;6.637;0;0;10.273;0.025;0;0;1.2;0;0;0.108
"R14423";2017;Night;8;6.443;0;0;9.845;0.027;0;0;1.201;0;0;0.145
"R14424";2017;Night;8;6.197;0;0;9.487;0.026;0;0;1.202;0;0;0.272
"R14425";2017;Night;8;5.969;0;0;9.125;0.025;0;0;1.202;0;0;0.253
"R14426";2017;Night;8;5.831;0;0;8.822;0.023;0;0;1.203;0;0;0.174
"R14427";2017;Night;8;5.693;0;0;8.557;0.021;0;0;1.204;0;0;0.147
"R14428";2017;Day;8;5.588;0;0;8.32;0.023;0;0;1.205;0.061;0.361;0.176
"R14429";2017;Day;8;5.234;0.065;0.019;8.776;0.023;0;0;1.206;32.984;91.852;0.337
"R14430";2017;Day;8;4.129;0.181;0.063;10.359;0.022;0;0;1.206;124.694;261.57;0.557
"R14431";2017;Day;8;3.774;0.308;0.104;11.486;0.008;0;0;1.203;236.468;428.81;0.572
"R14432";2017;Day;8;3.526;0.398;0.138;12.802;0.001;0;0;1.198;348.14;582.081;0.633
"R14433";2017;Day;8;3.464;0.333;0.181;14.172;0.002;0;0;1.193;404.898;710.95;0.804
"R14434";2017;Day;8;3.72;0.163;0.225;15.116;0.007;0;0;1.189;376.805;806.855;0.941
"R14435";2017;Day;8;3.967;0.075;0.23;15.452;0.034;0;0;1.187;329.796;862.747;0.983
"R14436";2017;Day;8;4.153;0.031;0.197;15.21;0.198;0;0;1.186;259.943;875.213;0.99
"R14437";2017;Day;8;4.038;0.014;0.151;14.626;0.627;0;0;1.188;193.853;843.27;0.988
"R14438";2017;Day;8;3.837;0.009;0.113;14.296;0.991;0;0;1.19;146.946;768.984;0.985
"R14439";2017;Day;8;3.52;0.006;0.084;14.121;0.887;0;0;1.191;112.766;657.415;0.969
"R14440";2017;Day;8;3.21;0.005;0.057;13.75;0.82;0;0;1.191;79.577;516.147;0.969
"R14441";2017;Day;8;2.765;0.003;0.031;13.061;0.843;0;0;1.193;44.832;354.787;0.984
"R14442";2017;Day;8;2.426;0.002;0.012;12.249;0.879;0;0;1.194;18.336;184.406;0.986
"R14443";2017;Day;8;2.35;0.001;0.001;11.858;0.966;0;0;1.195;2.191;29.523;0.989
"R14444";2017;Night;8;2.326;0;0;11.658;1.024;0;0;1.196;0;0;0.99
"R14445";2017;Night;8;2.631;0;0;11.39;1.065;0;0;1.196;0;0;0.988
"R14446";2017;Night;8;3.27;0;0;10.935;0.984;0;0;1.197;0;0;0.988
"R14447";2017;Night;8;3.893;0;0;10.461;0.845;0;0;1.197;0;0;0.989
"R14448";2017;Night;8;4.535;0;0;10.109;0.688;0;0;1.198;0;0;0.989
"R14449";2017;Night;8;5.1;0;0;9.814;0.506;0;0;1.198;0;0;0.986
"R14450";2017;Night;8;5.511;0;0;9.523;0.313;0;0;1.199;0;0;0.92
"R14451";2017;Night;8;5.725;0;0;9.156;0.106;0;0;1.2;0;0;0.584
"R14452";2017;Day;8;5.967;0;0;8.398;0.02;0;0;1.202;0.016;0.101;0.163
"R14453";2017;Day;8;6.006;0.106;0.017;8.404;0.009;0;0;1.204;32.43;84.991;0.098
"R14454";2017;Day;8;4.85;0.302;0.055;9.625;0.011;0;0;1.206;131.666;254.954;0.16
"R14455";2017;Day;8;4.498;0.505;0.081;10.813;0.005;0;0;1.203;258.544;422.453;0.064
"R14456";2017;Day;8;4.433;0.677;0.091;12.174;0.001;0;0;1.198;397.712;576.043;0.026
"R14457";2017;Day;8;4.124;0.741;0.1;13.702;0.016;0;0;1.194;508.003;705.2;0.046
"R14458";2017;Day;8;3.62;0.761;0.107;15.384;0.024;0;0;1.189;585.57;801.105;0.029
"R14459";2017;Day;8;3.338;0.745;0.118;16.616;0.024;0;0;1.185;623.284;857.201;0.104
"R14460";2017;Day;8;3.357;0.561;0.158;17.036;0.023;0;0;1.183;560.58;869.676;0.285
"R14461";2017;Day;8;3.312;0.289;0.206;16.97;0.018;0;0;1.181;434.689;837.52;0.547
"R14462";2017;Day;8;3.054;0.095;0.18;16.711;0.008;0;0;1.181;280.185;763.065;0.58
"R14463";2017;Day;8;2.868;0.196;0.164;17.041;0.003;0;0;1.18;306.339;651.415;0.423
"R14464";2017;Day;8;3.053;0.195;0.122;17.149;0.003;0;0;1.18;237.628;509.901;0.31
"R14465";2017;Day;8;3.342;0.167;0.08;16.443;0.002;0;0;1.18;155.411;348.371;0.233
"R14466";2017;Day;8;4.123;0.14;0.039;14.893;0.001;0;0;1.182;76.916;177.665;0.117
"R14467";2017;Day;8;5.44;0.02;0.004;12.63;0.006;0;0;1.185;7.763;25.495;0.056
"R14468";2017;Night;8;6.053;0;0;11.441;0.01;0;0;1.188;0;0;0.072
"R14469";2017;Night;8;5.899;0;0;10.795;0.008;0;0;1.191;0;0;0.084
"R14470";2017;Night;8;5.275;0;0;10.475;0.007;0;0;1.193;0;0;0.128
"R14471";2017;Night;8;4.461;0;0;10.842;0.007;0;0;1.194;0;0;0.197
"R14472";2017;Night;8;3.597;0;0;11.104;0.01;0;0;1.196;0;0;0.284
"R14473";2017;Night;8;3.574;0;0;10.74;0.027;0;0;1.197;0;0;0.39
"R14474";2017;Night;8;4.626;0;0;10.083;0.053;0;0;1.199;0;0;0.457
"R14475";2017;Night;8;5.538;0;0;9.833;0.05;0;0;1.201;0;0;0.549
"R14476";2017;Night;8;5.775;0;0;10.014;0.068;0;0;1.204;0.001;0.014;0.599
"R14477";2017;Day;8;5.921;0.009;0.009;10.06;0.058;0;0;1.207;14.286;78.203;0.657
"R14478";2017;Day;8;5.524;0.013;0.034;10.313;0.069;0;0;1.21;52.478;248.268;0.774
"R14479";2017;Day;8;5.465;0.01;0.055;10.335;0.052;0;0;1.211;80.043;416.06;0.833
"R14480";2017;Day;8;5.398;0.014;0.09;10.426;0.04;0;0;1.212;126.067;569.831;0.858
"R14481";2017;Day;8;5.297;0.018;0.123;10.725;0.027;0;0;1.212;166.551;699.2;0.855
"R14482";2017;Day;8;4.923;0.034;0.171;11.404;0.016;0;0;1.21;232.879;795.186;0.742
"R14483";2017;Day;8;4.15;0.119;0.236;12.734;0.009;0;0;1.206;365.204;851.459;0.622
"R14484";2017;Day;8;3.308;0.174;0.24;13.953;0.005;0;0;1.201;405.766;863.926;0.51
"R14485";2017;Day;8;2.674;0.264;0.223;14.954;0.004;0;0;1.197;439.234;831.77;0.489
"R14486";2017;Day;8;2.565;0.329;0.191;15.581;0.003;0;0;1.193;425.798;757.234;0.505
"R14487";2017;Day;8;2.697;0.367;0.156;15.83;0.002;0;0;1.191;376.715;645.246;0.482
"R14488";2017;Day;8;2.699;0.279;0.125;15.622;0.002;0;0;1.19;270.655;503.565;0.493
"R14489";2017;Day;8;2.651;0.211;0.085;15.764;0.005;0;0;1.189;171.863;341.768;0.38
"R14490";2017;Day;8;2.654;0.086;0.038;14.653;0.004;0;0;1.189;67.665;170.801;0.389
"R14491";2017;Day;8;2.907;0.01;0.003;13.475;0.012;0;0;1.19;6.028;21.747;0.379
"R14492";2017;Night;8;3.051;0;0;12.815;0.015;0;0;1.192;0;0;0.519
"R14493";2017;Night;8;3.017;0;0;12.465;0.01;0;0;1.194;0;0;0.628
"R14494";2017;Night;8;2.979;0;0;12.038;0.004;0;0;1.195;0;0;0.629
"R14495";2017;Night;8;3.394;0;0;11.192;0.002;0;0;1.197;0;0;0.577
"R14496";2017;Night;8;4.289;0;0;9.778;0.002;0;0;1.2;0;0;0.42
"R14497";2017;Night;8;5.316;0;0;8.404;0.002;0;0;1.202;0;0;0.257
"R14498";2017;Night;8;6.066;0;0;7.656;0.002;0;0;1.206;0;0;0.148
"R14499";2017;Night;8;6.473;0;0;7.18;0.006;0;0;1.21;0;0;0.096
"R14500";2017;Night;8;6.53;0;0;6.707;0.007;0;0;1.215;0;0;0.105
"R14501";2017;Day;8;6.085;0.121;0.013;7.019;0.006;0;0;1.22;26.493;71.569;0.228
"R14502";2017;Day;8;4.694;0.255;0.05;8.433;0.005;0;0;1.22;114.578;241.529;0.12
"R14503";2017;Day;8;4.317;0.571;0.071;10.053;0.001;0;0;1.215;259.266;409.582;0.036
"R14504";2017;Day;8;4.152;0.699;0.082;12.056;0;0;0;1.208;388.52;563.581;0.01
"R14505";2017;Day;8;3.96;0.772;0.089;14.094;0;0;0;1.2;503.151;693.2;0.001
"R14506";2017;Day;8;3.749;0.806;0.093;15.562;0;0;0;1.195;586.997;789.229;0.001
"R14507";2017;Day;8;3.382;0.82;0.095;16.607;0;0;0;1.191;635.564;845.54;0.002
"R14508";2017;Day;8;2.956;0.819;0.096;17.378;0;0;0;1.188;645.386;858.007;0.001
"R14509";2017;Day;8;2.569;0.81;0.095;17.877;0;0;0;1.185;618.066;825.813;0.013
"R14510";2017;Day;8;2.438;0.783;0.093;18.052;0;0;0;1.183;552.991;751.277;0.026
"R14511";2017;Day;8;2.632;0.736;0.088;17.907;0;0;0;1.182;456.316;639.2;0.055
"R14512";2017;Day;8;3.02;0.656;0.078;17.393;0;0;0;1.182;337.03;497.19;0.071
"R14513";2017;Day;8;3.586;0.513;0.061;17.155;0;0;0;1.183;206.358;335.143;0.004
"R14514";2017;Day;8;4.504;0.271;0.034;14.503;0;0;0;1.185;82.498;163.926;0.001
"R14515";2017;Day;8;5.889;0.021;0.003;11.535;0;0;0;1.188;5.89;18.284;0.001
"R14516";2017;Night;8;6.997;0;0;10.454;0;0;0;1.192;0;0;0.001
"R14517";2017;Night;8;7.409;0;0;10.093;0.001;0;0;1.197;0;0;0.097
"R14518";2017;Night;8;7.343;0;0;9.788;0.001;0;0;1.2;0;0;0.206
"R14519";2017;Night;8;7.15;0;0;9.542;0.001;0;0;1.202;0;0;0.319
"R14520";2017;Night;8;7.052;0;0;9.432;0.009;0;0;1.203;0;0;0.306
"R14521";2017;Night;8;7;0;0;9.379;0.02;0;0;1.203;0;0;0.252
"R14522";2017;Night;8;7.024;0;0;9.429;0.026;0;0;1.203;0;0;0.597
"R14523";2017;Night;8;6.96;0;0;9.543;0.03;0;0;1.203;0;0;0.9
"R14524";2017;Night;8;6.669;0;0;9.555;0.044;0;0;1.204;0;0;0.939
"R14525";2017;Day;8;6.376;0.059;0.012;9.95;0.047;0;0;1.204;21.542;65.181;0.942
"R14526";2017;Day;8;5.602;0.129;0.052;11.707;0.046;0;0;1.203;97.587;234.717;0.948
"R14527";2017;Day;8;5.42;0.213;0.094;12.931;0.034;0;0;1.2;192.019;402.978;0.948
"R14528";2017;Day;8;5.953;0.414;0.122;13.997;0.009;0;0;1.197;326.5;557.293;0.926
"R14529";2017;Day;8;6.456;0.533;0.133;15.144;0.003;0;0;1.193;438.047;686.957;0.869
"R14530";2017;Day;8;7.022;0.605;0.139;16.134;0.001;0;0;1.19;524.09;783.398;0.675
"R14531";2017;Day;8;7.526;0.649;0.141;16.777;0.001;0;0;1.188;580.909;839.709;0.583
"R14532";2017;Day;8;7.818;0.518;0.172;16.981;0.002;0;0;1.186;542.246;852.183;0.89
"R14533";2017;Day;8;7.902;0.262;0.206;16.835;0.003;0;0;1.185;415.836;820.02;0.951
"R14534";2017;Day;8;7.983;0.255;0.193;16.888;0.006;0;0;1.184;384.778;745.108;0.964
"R14535";2017;Day;8;8.064;0.103;0.156;16.467;0.013;0;0;1.184;251.974;632.95;0.974
"R14536";2017;Day;8;8.038;0.036;0.096;15.749;0.049;0;0;1.186;143.792;490.775;0.974
"R14537";2017;Day;8;7.96;0.013;0.045;14.864;0.106;0;0;1.188;67.68;328.415;0.979
"R14538";2017;Day;8;7.986;0.004;0.013;14.114;0.103;0;0;1.19;20.417;156.937;0.983
"R14539";2017;Day;8;7.986;0.001;0.001;13.75;0.069;0;0;1.191;1.57;15.096;0.976
"R14540";2017;Night;8;8.057;0;0;13.66;0.107;0;0;1.191;0;0;0.972
"R14541";2017;Night;8;8.1;0;0;13.681;0.141;0;0;1.19;0;0;0.971
"R14542";2017;Night;8;8.092;0;0;13.7;0.296;0;0;1.189;0;0;0.969
"R14543";2017;Night;8;8.151;0;0;13.693;0.643;0;0;1.189;0;0;0.971
"R14544";2017;Night;8;8.261;0;0;13.694;0.629;0;0;1.188;0;0;0.981
"R14545";2017;Night;8;8.478;0;0;13.761;0.274;0;0;1.187;0;0;0.98
"R14546";2017;Night;8;8.551;0;0;13.855;0.166;0;0;1.186;0;0;0.978
"R14547";2017;Night;8;8.492;0;0;13.899;0.197;0;0;1.185;0;0;0.973
"R14548";2017;Night;8;8.437;0;0;13.899;0.201;0;0;1.185;0;0;0.979
"R14549";2017;Day;8;8.469;0.003;0.005;13.935;0.171;0;0;1.185;7.471;59.07;0.983
"R14550";2017;Day;8;8.374;0.005;0.023;14.137;0.22;0;0;1.184;35.5;227.852;0.984
"R14551";2017;Day;8;8.298;0.004;0.042;14.418;0.442;0;0;1.182;60.985;396.353;0.984
"R14552";2017;Day;8;8.07;0.007;0.075;14.812;0.579;0;0;1.181;103.391;550.874;0.84
"R14553";2017;Day;8;8.068;0.022;0.143;15.418;0.761;0;0;1.179;195.531;680.743;0.7
"R14554";2017;Day;8;8.25;0.023;0.165;15.86;0.771;0;0;1.177;220.44;777.229;0.708
"R14555";2017;Day;8;8.398;0.029;0.196;16.282;0.934;0;0;1.175;258.693;833.745;0.872
"R14556";2017;Day;8;8.134;0.017;0.173;16.455;0.905;0;0;1.174;222.452;846.219;0.979
"R14557";2017;Day;8;7.752;0.005;0.106;16.175;1.046;0;0;1.174;134.363;813.982;0.987
"R14558";2017;Day;8;7.602;0.008;0.113;16.064;1.005;0;0;1.174;147.828;739.027;0.986
"R14559";2017;Day;8;7.374;0.006;0.083;15.851;0.965;0;0;1.174;112.019;626.531;0.987
"R14560";2017;Day;8;7.172;0.004;0.052;15.573;0.945;0;0;1.174;73.074;484.212;0.986
"R14561";2017;Day;8;6.76;0.002;0.026;15.219;0.665;0;0;1.174;38.768;321.665;0.983
"R14562";2017;Day;8;6.189;0.002;0.009;14.591;0.326;0;0;1.175;14.601;149.937;0.98
"R14563";2017;Day;8;5.763;0;0;13.98;0.195;0;0;1.175;0.802;12.199;0.981
"R14564";2017;Night;8;5.919;0;0;13.595;0.121;0;0;1.176;0;0;0.981
"R14565";2017;Night;8;5.991;0;0;13.204;0.082;0;0;1.178;0;0;0.98
"R14566";2017;Night;8;6.169;0;0;12.629;0.043;0;0;1.18;0;0;0.981
"R14567";2017;Night;8;6.283;0;0;11.906;0.01;0;0;1.182;0;0;0.973
"R14568";2017;Night;8;6.462;0;0;11.255;0.004;0;0;1.185;0;0;0.958
"R14569";2017;Night;8;6.498;0;0;10.602;0.002;0;0;1.188;0;0;0.934
"R14570";2017;Night;8;6.536;0;0;9.85;0.002;0;0;1.191;0;0;0.92
"R14571";2017;Night;8;6.704;0;0;9.127;0.001;0;0;1.195;0;0;0.891
"R14572";2017;Night;8;6.767;0;0;8.28;0.001;0;0;1.199;0;0;0.673
"R14573";2017;Day;8;6.616;0.062;0.01;7.668;0;0;0;1.204;18.015;53.221;0.517
"R14574";2017;Day;8;5.522;0.258;0.048;8.617;0;0;0;1.207;109.145;220.873;0.378
"R14575";2017;Day;8;4.244;0.517;0.074;9.597;0;0;0;1.207;241.707;389.626;0.292
"R14576";2017;Day;8;4.792;0.66;0.087;11.159;0;0;0;1.202;371.247;544.374;0.136
"R14577";2017;Day;8;5.078;0.784;0.091;12.932;0;0;0;1.197;501.611;674.493;0.22
"R14578";2017;Day;8;5.033;0.705;0.114;14.465;0;0;0;1.192;544.244;771.148;0.634
"R14579";2017;Day;8;4.928;0.525;0.155;15.254;0;0;0;1.188;516.216;827.54;0.829
"R14580";2017;Day;8;4.703;0.433;0.179;15.729;0;0;0;1.186;491.79;840.219;0.852
"R14581";2017;Day;8;4.597;0.364;0.183;15.983;0;0;0;1.185;446.307;807.813;0.92
"R14582";2017;Day;8;4.606;0.368;0.167;16.125;0;0;0;1.183;410.595;732.821;0.812
"R14583";2017;Day;8;4.645;0.244;0.149;15.856;0;0;0;1.183;305.436;620.244;0.795
"R14584";2017;Day;8;4.918;0.161;0.113;15.241;0;0;0;1.183;209.3;477.671;0.717
"R14585";2017;Day;8;5.515;0.118;0.071;14.29;0;0;0;1.185;128.294;314.79;0.634
"R14586";2017;Day;8;6.313;0.039;0.025;12.832;0;0;0;1.188;42.004;142.865;0.665
"R14587";2017;Day;8;6.673;0.002;0.001;11.344;0;0;0;1.191;1.687;9.601;0.724
"R14588";2017;Night;8;6.437;0;0;10.731;0;0;0;1.193;0;0;0.865
"R14589";2017;Night;8;5.86;0;0;10.371;0;0;0;1.195;0;0;0.93
"R14590";2017;Night;8;4.61;0;0;10.464;0.001;0;0;1.195;0;0;0.952
"R14591";2017;Night;8;3.571;0;0;10.732;0.003;0;0;1.195;0;0;0.981
"R14592";2017;Night;8;3.029;0;0;10.935;0.05;0;0;1.195;0;0;0.987
"R14593";2017;Night;8;2.772;0;0;10.949;0.291;0;0;1.195;0;0;0.984
"R14594";2017;Night;8;2.366;0;0;10.911;0.574;0;0;1.196;0;0;0.981
"R14595";2017;Night;8;2.858;0;0;10.493;0.521;0;0;1.197;0;0;0.977
"R14596";2017;Night;8;3.317;0;0;9.977;0.229;0;0;1.198;0;0;0.975
"R14597";2017;Day;8;3.48;0.005;0.005;9.674;0.056;0;0;1.198;8.036;47.647;0.981
"R14598";2017;Day;8;3.791;0.027;0.037;10.257;0.013;0;0;1.199;59.823;213.875;0.981
"R14599";2017;Day;8;3.311;0.102;0.092;11.803;0.023;0;0;1.198;158.243;382.894;0.905
"R14600";2017;Day;8;3.537;0.227;0.14;13.777;0.014;0;0;1.193;276.392;537.874;0.833
"R14601";2017;Day;8;3.797;0.239;0.179;14.515;0.008;0;0;1.188;347.803;668.243;0.826
"R14602";2017;Day;8;3.754;0.141;0.212;14.987;0.047;0;0;1.186;346.7;764.979;0.957
"R14603";2017;Day;8;3.826;0.048;0.2;14.519;0.276;0;0;1.187;277.151;821.54;0.987
"R14604";2017;Day;8;3.682;0.015;0.149;13.698;0.511;0;0;1.189;193.138;833.977;0.985
"R14605";2017;Day;8;3.758;0.016;0.147;13.258;0.566;0;0;1.191;192.633;801.599;0.939
"R14606";2017;Day;8;4.064;0.027;0.155;13.01;0.558;0;0;1.193;212.018;726.571;0.85
"R14607";2017;Day;8;4.098;0.018;0.11;12.529;0.764;0;0;1.194;152.578;613.781;0.822
"R14608";2017;Day;8;3.838;0.015;0.077;12.151;0.773;0;0;1.195;110.852;470.962;0.728
"R14609";2017;Day;8;3.995;0.019;0.052;12.002;0.582;0;0;1.195;80.414;307.932;0.645
"R14610";2017;Day;8;3.71;0.012;0.019;11.458;0.216;0;0;1.196;30.331;135.697;0.694
"R14611";2017;Day;8;3.511;0.001;0.001;10.691;0.039;0;0;1.196;1.095;7.309;0.66
"R14612";2017;Night;8;4.086;0;0;9.918;0.006;0;0;1.196;0;0;0.296
"R14613";2017;Night;8;4.738;0;0;9.249;0.004;0;0;1.197;0;0;0.179
"R14614";2017;Night;8;5.061;0;0;8.947;0.002;0;0;1.197;0;0;0.155
"R14615";2017;Night;8;4.922;0;0;8.789;0.002;0;0;1.199;0;0;0.127
"R14616";2017;Night;8;4.403;0;0;8.579;0.002;0;0;1.2;0;0;0.101
"R14617";2017;Night;9;4.041;0;0;8.383;0.002;0;0;1.201;0;0;0.079
"R14618";2017;Night;9;3.976;0;0;8.115;0.003;0;0;1.203;0;0;0.059
"R14619";2017;Night;9;4.055;0;0;7.732;0.002;0;0;1.206;0;0;0.046
"R14620";2017;Night;9;4.108;0;0;7.269;0.003;0;0;1.209;0;0;0.045
"R14621";2017;Day;9;4.26;0.073;0.008;7.074;0.004;0;0;1.212;15.839;42.345;0.053
"R14622";2017;Day;9;4.135;0.337;0.043;8.393;0.003;0;0;1.214;110.423;206.821;0.052
"R14623";2017;Day;9;3.195;0.553;0.067;10.623;0.004;0;0;1.211;237.803;376.023;0.017
"R14624";2017;Day;9;3.013;0.681;0.083;13.595;0.022;0;0;1.204;367.94;531.167;0.086
"R14625";2017;Day;9;2.704;0.59;0.112;15.412;0.031;0;0;1.199;427.813;661.743;0.152
"R14626";2017;Day;9;2.58;0.619;0.124;17.098;0.023;0;0;1.195;502.816;758.523;0.142
"R14627";2017;Day;9;2.904;0.638;0.13;17.983;0.026;0;0;1.193;548.088;815.29;0.144
"R14628";2017;Day;9;3.272;0.625;0.135;18.34;0.035;0;0;1.192;552.333;827.8;0.166
"R14629";2017;Day;9;3.441;0.557;0.143;18.231;0.043;0;0;1.191;506.953;795.349;0.217
"R14630";2017;Day;9;3.415;0.464;0.145;17.515;0.048;0;0;1.192;429.383;720.108;0.251
"R14631";2017;Day;9;3.235;0.382;0.132;16.021;0.035;0;0;1.192;339.974;607.244;0.282
"R14632";2017;Day;9;2.981;0.29;0.105;15.788;0.041;0;0;1.193;239.785;464.314;0.304
"R14633";2017;Day;9;2.655;0.162;0.068;15.308;0.047;0;0;1.193;132.095;301.021;0.327
"R14634";2017;Day;9;2.138;0.047;0.023;13.948;0.006;0;0;1.195;39.318;128.51;0.4
"R14635";2017;Day;9;2.674;0.001;0.001;13.155;0.004;0;0;1.196;0.907;5.323;0.368
"R14636";2017;Night;9;3.079;0;0;12.545;0.003;0;0;1.198;0;0;0.305
"R14637";2017;Night;9;3.188;0;0;12.117;0.002;0;0;1.199;0;0;0.233
"R14638";2017;Night;9;3.34;0;0;11.538;0.001;0;0;1.201;0;0;0.19
"R14639";2017;Night;9;3.743;0;0;10.604;0.003;0;0;1.204;0;0;0.21
"R14640";2017;Night;9;4.338;0;0;9.532;0.004;0;0;1.206;0;0;0.264
"R14641";2017;Night;9;5.06;0;0;8.556;0.005;0;0;1.209;0;0;0.305
"R14642";2017;Night;9;5.761;0;0;7.927;0.007;0;0;1.212;0;0;0.278
"R14643";2017;Night;9;6.282;0;0;7.503;0.003;0;0;1.215;0;0;0.236
"R14644";2017;Night;9;6.383;0;0;7.152;0.004;0;0;1.219;0;0;0.224
"R14645";2017;Day;9;6.308;0.032;0.006;7.077;0.005;0;0;1.221;11.321;37.346;0.26
"R14646";2017;Day;9;5.139;0.163;0.042;8.764;0.004;0;0;1.223;85.695;199.698;0.212
"R14647";2017;Day;9;4.166;0.414;0.075;10.243;0.001;0;0;1.219;211.127;369.148;0.089
"R14648";2017;Day;9;4.299;0.586;0.091;12.081;0.001;0;0;1.213;339.933;524.624;0.059
"R14649";2017;Day;9;4.467;0.672;0.101;13.73;0.023;0;0;1.207;449.378;655.251;0.042
"R14650";2017;Day;9;4.717;0.734;0.105;14.907;0.03;0;0;1.203;538.435;752.229;0.03
"R14651";2017;Day;9;4.831;0.737;0.111;15.716;0.036;0;0;1.199;580.793;809.003;0.065
"R14652";2017;Day;9;4.723;0.667;0.125;16.156;0.049;0;0;1.197;562.673;821.55;0.131
"R14653";2017;Day;9;4.548;0.586;0.136;16.32;0.052;0;0;1.196;511.806;789.099;0.127
"R14654";2017;Day;9;4.377;0.538;0.132;16.285;0.061;0;0;1.195;448.652;713.821;0.167
"R14655";2017;Day;9;4.16;0.478;0.121;16.003;0.07;0;0;1.195;364.695;600.744;0.221
"R14656";2017;Day;9;3.823;0.235;0.104;15.469;0.065;0;0;1.195;219.396;457.48;0.235
"R14657";2017;Day;9;3.924;0.164;0.066;14.923;0.041;0;0;1.196;129.076;293.936;0.265
"R14658";2017;Day;9;3.964;0.073;0.023;13.163;0.03;0;0;1.198;42.476;121.256;0.192
"R14659";2017;Day;9;4.313;0.001;0;11.786;0.036;0;0;1.199;0.767;3.645;0.123
"R14660";2017;Night;9;4.577;0;0;11.077;0.035;0;0;1.201;0;0;0.142
"R14661";2017;Night;9;4.599;0;0;10.628;0.034;0;0;1.203;0;0;0.159
"R14662";2017;Night;9;4.578;0;0;10.199;0.037;0;0;1.206;0;0;0.262
"R14663";2017;Night;9;4.583;0;0;9.746;0.038;0;0;1.208;0;0;0.404
"R14664";2017;Night;9;4.701;0;0;9.237;0.043;0;0;1.21;0;0;0.524
"R14665";2017;Night;9;4.925;0;0;8.699;0.043;0;0;1.212;0;0;0.664
"R14666";2017;Night;9;5.141;0;0;8.281;0.025;0;0;1.214;0;0;0.83
"R14667";2017;Night;9;5.324;0;0;7.907;0.016;0;0;1.215;0;0;0.914
"R14668";2017;Night;9;5.508;0;0;7.48;0.008;0;0;1.217;0;0;0.811
"R14669";2017;Day;9;5.785;0.023;0.005;7.121;0.007;0;0;1.219;9.432;32.632;0.576
"R14670";2017;Day;9;5.366;0.184;0.042;8.844;0.011;0;0;1.221;87.829;192.521;0.347
"R14671";2017;Day;9;3.872;0.371;0.077;10.464;0.02;0;0;1.219;202.018;362.169;0.202
"R14672";2017;Day;9;3.85;0.543;0.097;12.219;0.079;0;0;1.212;330.208;517.882;0.263
"R14673";2017;Day;9;4.258;0.553;0.119;13.67;0.095;0;0;1.206;414.947;648.574;0.368
"R14674";2017;Day;9;4.469;0.536;0.139;14.755;0.055;0;0;1.202;470.607;745.773;0.368
"R14675";2017;Day;9;4.62;0.609;0.139;15.589;0.042;0;0;1.199;535.769;802.584;0.347
"R14676";2017;Day;9;4.781;0.55;0.153;15.98;0.032;0;0;1.197;523.345;815.262;0.358
"R14677";2017;Day;9;4.968;0.37;0.18;15.955;0.036;0;0;1.196;439.115;782.606;0.579
"R14678";2017;Day;9;4.975;0.193;0.176;15.589;0.04;0;0;1.195;324.663;707.321;0.612
"R14679";2017;Day;9;4.808;0.203;0.147;15.328;0.026;0;0;1.196;281.314;593.994;0.595
"R14680";2017;Day;9;4.879;0.145;0.107;14.808;0.016;0;0;1.196;194.18;450.609;0.69
"R14681";2017;Day;9;5.313;0.073;0.059;13.841;0.008;0;0;1.197;100.7;286.917;0.569
"R14682";2017;Day;9;5.861;0.058;0.022;11.993;0.005;0;0;1.198;38.382;113.927;0.367
"R14683";2017;Day;9;6.181;0.001;0;10.273;0.001;0;0;1.2;0.466;2.29;0.226
"R14684";2017;Night;9;6.47;0;0;9.659;0;0;0;1.203;0;0;0.238
"R14685";2017;Night;9;6.764;0;0;9.331;0.001;0;0;1.206;0;0;0.267
"R14686";2017;Night;9;6.91;0;0;9.17;0.01;0;0;1.209;0;0;0.44
"R14687";2017;Night;9;6.714;0;0;9.348;0.034;0;0;1.212;0;0;0.701
"R14688";2017;Night;9;6.466;0;0;9.185;0.095;0;0;1.215;0;0;0.963
"R14689";2017;Night;9;6.194;0;0;9.122;0.204;0;0;1.216;0;0;0.99
"R14690";2017;Night;9;6.079;0;0;9.092;0.259;0;0;1.218;0;0;0.992
"R14691";2017;Night;9;6.097;0;0;9.107;0.36;0;0;1.219;0;0;0.992
"R14692";2017;Night;9;6.152;0;0;9.228;0.453;0;0;1.219;0;0;0.991
"R14693";2017;Day;9;6.338;0.001;0.002;9.259;0.536;0;0;1.218;2.551;28.211;0.991
"R14694";2017;Day;9;6.292;0.003;0.015;9.427;0.518;0;0;1.218;22.576;185.271;0.99
"R14695";2017;Day;9;6.061;0.004;0.038;9.774;0.325;0;0;1.217;55.318;355.169;0.941
"R14696";2017;Day;9;6.133;0.014;0.088;10.398;0.161;0;0;1.215;125.446;511.01;0.803
"R14697";2017;Day;9;7.385;0.038;0.153;11.035;0.153;0;0;1.213;218.192;642.036;0.764
"R14698";2017;Day;9;7.681;0.026;0.166;11.203;0.299;0;0;1.212;224.093;739.273;0.936
